Time	Pos X	Pos Y	Vel X	Vel Y	Acc X	Acc Y
0.01608043	0.4786841	0.1444353	29.76812	8.982058	1851.202	558.5709
0.4776493	0.4787761	0.1441298	0.0001994489	-0.0006618163	-62.32171	-18.8061
0.4943222	0.4787761	0.1441298	0	0	-0.000417046	0.001383853
0.5107868	0.4787761	0.1441298	0	0	0	0
0.5379832	0.4787761	0.1441298	0	0	0	0
0.5545527	0.4787761	0.1441298	0	0	0	0
0.5711183	0.4787761	0.1441298	0	0	0	0
0.5876874	0.4787761	0.1441298	0	0	0	0
0.6042534	0.4787761	0.1441298	0	0	0	0
0.6208202	0.4787761	0.1441298	0	0	0	0
0.6373905	0.4787761	0.1441298	0	0	0	0
0.6583849	0.4787761	0.1441298	0	0	0	0
0.674956	0.4787761	0.1441298	0	0	0	0
0.6915227	0.4787761	0.1441298	0	0	0	0
0.7080895	0.4787761	0.1441298	0	0	0	0
0.7249997	0.4787761	0.1441298	0	0	0	0
0.7412226	0.4787761	0.1441298	0	0	0	0
0.7580724	0.4787761	0.1441298	0	0	0	0
0.7743558	0.4787761	0.1441298	0	0	0	0
0.790958	0.4787761	0.1441298	0	0	0	0
0.8074897	0.4787761	0.1441298	0	0	0	0
0.8241129	0.4787761	0.1441298	0	0	0	0
0.8406228	0.4787761	0.1441298	0	0	0	0
0.8571892	0.4787761	0.1441298	0	0	0	0
0.8741441	0.4787761	0.1441298	0	0	0	0
0.8903252	0.4787761	0.1441298	0	0	0	0
0.9068892	0.4787761	0.1441298	0	0	0	0
0.9234556	0.4787761	0.1441298	0	0	0	0
0.9400223	0.4787761	0.1441298	0	0	0	0
0.9565899	0.4787761	0.1441298	0	0	0	0
0.9731554	0.4788978	0.1437248	0.007347332	-0.02444823	0.2217521	-0.7378796
0.9897222	0.4793258	0.1422911	0.02583254	-0.08654171	0.5579209	-1.874106
1.006782	0.4798799	0.1404114	0.03247711	-0.1101856	0.1975984	-0.7031311
1.029595	0.4807836	0.1372847	0.0396178	-0.1370593	0.1790883	-0.6739918
1.04974	0.4818348	0.1335488	0.05217641	-0.1854422	0.2923445	-1.126277
1.070626	0.4823819	0.1315587	0.0261972	-0.09528824	-0.6331586	2.19721
1.091118	0.483211	0.1284802	0.04045713	-0.1502301	0.3446317	-1.327825
1.112823	0.4836214	0.1269262	0.01891233	-0.07159471	-0.5105754	1.863525
1.12945	0.4650699	0.1217565	-1.11577	-0.3109298	-29.60145	-6.243744
1.146515	0.4424484	0.1177645	-1.325581	-0.233926	-6.227334	2.285524
1.174308	0.4184964	0.1177645	-0.8617932	0	10.33889	5.214744
1.19088	0.3626081	0.1177645	-3.372549	-4.496015E-07	-56.5934	-1.013419E-05
1.207443	0.350632	0.1177645	-0.7230327	0	79.96083	1.356871E-05
1.22401	0.3133732	0.1177645	-2.248962	8.994423E-07	-46.05777	2.714825E-05
1.24058	0.3027279	0.1177645	-0.6424471	-4.496435E-07	48.48088	-4.071227E-05
1.257148	0.2774451	0.1164338	-1.526084	-0.08031975	-26.6661	-2.42385
1.274181	0.2654691	0.1151031	-0.703074	-0.07811997	24.49366	0.06546795
1.290281	0.2601464	0.1137725	-0.3306158	-0.0826535	11.24126	-0.1368276
1.306847	0.2548237	0.1111111	-0.3212947	-0.1606473	0.2853505	-2.387635
1.323413	0.2521623	0.1097804	-0.160652	-0.08032598	4.84852	2.42426
1.33998	0.249501	0.1084498	-0.1606404	-0.0803202	0.0003489962	0.0001744981
1.356547	0.2481703	0.1071191	-0.08032367	-0.08032367	2.424034	-0.0001045624
1.373113	0.2468397	0.1044578	-0.08032013	-0.160643	0.0001065874	-2.424137
1.38968	0.2468397	0.1044578	0	0	2.424162	4.848406
1.406247	0.245509	0.1031271	-0.08031969	-0.08031834	-2.424088	-2.424047
1.422814	0.2441783	0.1004657	-0.08032277	-0.1606469	-9.309295E-05	-2.424355
1.43938	0.2441783	0.09647372	0	-0.2409654	2.424242	-2.424112
1.455948	0.2428476	0.09115103	-0.0803202	-0.3212808	-2.424112	-2.423969
1.472513	0.2428476	0.08582833	0	-0.3213108	2.424199	-0.0009066803
1.48908	0.241517	0.07917498	-0.0803202	-0.4016001	-2.424199	-2.423266
1.50581	0.2415169	0.07119095	-8.90675E-07	-0.4772228	2.412187	-2.271135
1.522214	0.2428476	0.05788423	0.08112223	-0.8112214	2.448371	-10.08039
1.538792	0.245509	0.05123087	0.1605364	-0.4013407	2.407866	12.42772
1.555771	0.245509	0.04723886	0	-0.2351101	-4.783967	4.953651
1.571914	0.2481703	0.03792415	0.1648596	-0.5770047	4.977264	-10.32211
1.58848	0.249501	0.03127079	0.08032367	-0.4016177	-2.584439	5.361945
1.605048	0.2508317	0.02727878	0.0803193	-0.2409605	-0.0001317711	4.848783
1.621614	0.2521623	0.02328676	0.08032598	-0.2409776	0.0002017072	-0.0005162985
1.63818	0.253493	0.02062542	0.08032367	-0.1606471	-6.993567E-05	2.424536
1.654991	0.253493	0.01929474	0	-0.07915589	-2.406545	2.441526
1.671314	0.253493	0.0166334	0	-0.1630441	0	-2.531813
1.687881	0.2548237	0.01530273	0.08031789	-0.08031778	2.441983	2.515207
1.704776	0.2548237	0.01264138	0	-0.157521	-2.400217	-2.307138
1.721112	0.2548237	0.01131071	0	-0.08145718	0	2.28894
1.737612	0.2561544	0.009980041	0.08064866	-0.08064854	2.456144	0.02462683
1.754145	0.2561544	0.008649368	1.80262E-06	-0.08048694	-2.441446	0.004892258
1.77071	0.257485	0.005988024	0.08032592	-0.1606552	2.426832	-2.422124
1.78728	0.257485	0.005988024	0	0	-2.424197	4.848497
1.803848	0.257485	0.005988024	0	0	0	0
1.820414	0.257485	0.005988024	0	0	0	0
1.846399	0.257485	0.005988024	0	0	0	0
1.86297	0.257485	0.005988024	0	0	0	0
1.879537	0.257485	0.005988024	0	0	0	0
1.896106	0.257485	0.005988024	0	0	0	0
1.912675	0.257485	0.005988024	0	0	0	0
1.929238	0.257485	0.005988024	0	0	0	0
1.945803	0.257485	0.005988024	0	0	0	0
1.962371	0.257485	0.005988024	0	0	0	0
1.978937	0.257485	0.005988024	0	0	0	0
1.995647	0.257485	0.005988024	0	0	0	0
2.01207	0.257485	0.005988024	0	0	0	0
2.028637	0.257485	0.005988024	0	0	0	0
2.045205	0.257485	0.005988024	0	0	0	0
2.062124	0.257485	0.005988024	0	0	0	0
2.078338	0.257485	0.004657352	0	-0.08206985	0	-2.476998
2.094904	0.2561544	0.00332668	-0.08032425	-0.08032414	-2.450391	0.05325524
2.11147	0.2521623	-0.0006653359	-0.2409727	-0.2409724	-4.84866	-4.848654
2.128037	0.245509	-0.005988024	-0.4015972	-0.3212781	-4.847796	-2.423699
2.144604	0.241517	-0.01131071	-0.2409718	-0.3212966	4.847823	-0.0005603647
2.161172	0.2361943	-0.01530273	-0.3212563	-0.2409412	-2.422971	2.425114
2.177738	0.2308716	-0.01796407	-0.32131	-0.1606553	-0.001619907	2.423069
2.194304	0.2268796	-0.02062542	-0.2409753	-0.1606506	2.424714	0.0001412236
2.210871	0.2215569	-0.02328676	-0.3212785	-0.160639	-2.423642	0.0003489937
2.227438	0.2175649	-0.02461743	-0.2409554	-0.08031824	2.424138	2.424068
2.244001	0.2135729	-0.02594811	-0.2410273	-0.08034286	-0.002171535	-0.0007430356
2.26057	0.2082502	-0.02860945	-0.3212406	-0.1606205	-2.42105	-2.422994
2.277134	0.2042581	-0.02994012	-0.2410014	-0.08033327	2.421694	2.423144
2.294086	0.1989355	-0.03260146	-0.3139935	-0.1569971	-2.177833	-2.287384
2.310271	0.1949434	-0.03526281	-0.246656	-0.1644371	2.032146	-0.2245293
2.326859	0.1882901	-0.03659348	-0.4010844	-0.08021666	-4.712059	2.569811
2.343406	0.1829674	-0.03925482	-0.3216618	-0.1608311	2.396876	-2.432844
2.359974	0.176314	-0.03925483	-0.4015972	-2.24859E-07	-2.413898	4.856787
2.376541	0.1696607	-0.03925482	-0.4015981	2.24859E-07	-2.698308E-05	1.357251E-05
2.393108	0.1630073	-0.03925483	-0.4015972	-2.24859E-07	2.698308E-05	-1.357251E-05
2.409672	0.1590153	-0.03792415	-0.2410005	0.08033349	4.847238	2.424686
2.426691	0.1550233	-0.03659348	-0.2345711	0.07819067	0.1914486	-0.06380741
2.443009	0.1510313	-0.03526281	-0.2446379	0.08154573	-0.3019747	0.1006426
2.459372	0.1497006	-0.03393214	-0.0813193	0.08131998	4.997284	-0.006907664
2.47594	0.1470392	-0.03260146	-0.1606402	0.08031962	-2.408727	-0.0303778
2.492504	0.1443779	-0.03127079	-0.1606661	0.08033349	-0.0007830266	0.0004187236
2.518266	0.1417166	-0.03127079	-0.1033058	0	1.355196	-1.897961
2.534891	0.1390552	-0.03127079	-0.1600794	0	-1.339412	0
2.551403	0.1390552	-0.02994012	0	0.08058625	4.830756	2.43187
2.56797	0.1390552	-0.02994012	0	0	0	-2.436165
2.584536	0.1377245	-0.02994012	-0.08032425	1.12436E-07	-2.424295	3.39347E-06
2.601104	0.1377245	-0.02994012	0	0	2.42426	-3.393422E-06
2.61767	0.1377245	-0.02994012	0	0	0	0
2.634237	0.1377245	-0.02994012	0	0	0	0
2.650803	0.1377245	-0.02994012	0	0	0	0
2.66737	0.1377245	-0.02994012	0	0	0	0
2.684043	0.1377245	-0.02994012	0	0	0	0
2.700503	0.1377245	-0.02994012	0	0	0	0
2.71707	0.1377245	-0.02994012	0	0	0	0
