Time	Pos X	Pos Y	Vel X	Vel Y	Acc X	Acc Y
0.01772377	0.08618074	-0.03085529	-0.00134316	0.0004808915	2.093907E-05	-7.496813E-06
0.04555684	0.08618074	-0.03085529	0	0	-2.094275E-05	7.49813E-06
0.06212594	0.08618074	-0.03085529	0	0	0	0
0.0786911	0.07752851	-0.02457085	-0.5223153	0.3793772	-15.76361	11.4497
0.09525941	0.07752851	-0.02457085	0	0	15.76398	-11.44997
0.1118261	0.07752851	-0.02457085	0	0	0	0
0.1283964	0.07781623	-0.02477949	0.01736401	-0.01259147	0.5240064	-0.3799819
0.1452837	0.07781623	-0.02477949	0	0	-0.518986	0.3763414
0.1615327	0.07781623	-0.02477949	0	0	0	0
0.1782731	0.0778947	-0.0248364	0.004687426	-0.003399296	0.1420889	-0.1030421
0.1947881	0.0778947	-0.0248364	0	0	-0.1409522	0.1022177
0.2112325	0.0778947	-0.0248364	0	0	0	0
0.2280037	0.07786855	-0.02485537	-0.001559311	-0.001131056	-0.04694519	-0.03405198
0.2445728	0.07786855	-0.02485537	0	0	0.04676953	0.03392456
0.2611395	0.07786855	-0.02485537	0	0	0	0
0.2816428	0.07786855	-0.02485537	0	0	0	0
0.2946993	0.07786855	-0.02485537	0	0	0	0
0.3108378	0.0778947	-0.02487434	0.001620451	-0.001175404	0.05550437	-0.04026043
0.3274045	0.0778947	-0.02487434	0	0	-0.04954726	0.0359394
0.3442413	0.0778947	-0.02487434	0	0	0	0
0.3607365	0.07786855	-0.0248933	-0.001585394	-0.001149976	-0.04756366	-0.0345006
0.3771051	0.07786855	-0.0248933	0	0	0.04824128	0.03499211
0.3936715	0.07786855	-0.0248933	0	0	0	0
0.4107861	0.07786855	-0.0248933	0	0	0	0
0.4268049	0.07786855	-0.0248933	0	0	0	0
0.4433713	0.07786855	-0.0248933	0	0	0	0
0.4599384	0.07786855	-0.0248933	0	0	0	0
0.4765051	0.07786855	-0.0248933	0	0	0	0
0.4930715	0.07786855	-0.0248933	0	0	0	0
0.5098553	0.07784239	-0.02491227	-0.00155858	-0.001130092	-0.04673374	-0.03388562
0.5263699	0.07784239	-0.02491227	0	0	0.04680636	0.03393827
0.5427721	0.07784239	-0.02491227	0	0	0	0
0.559338	0.07786855	-0.02493124	0.001579085	-0.001145073	0.04789743	-0.0347328
0.5759059	0.07786855	-0.02493124	0	0	-0.04765773	0.03455898
0.5924723	0.07786855	-0.02493124	0	0	0	0
0.6090374	0.0778947	-0.02495021	0.001578709	-0.001145239	0.04764981	-0.03456648
0.6256049	0.0778947	-0.02495021	0	0	-0.04764809	0.03456523
0.6421717	0.0778947	-0.02495021	0	0	0	0
0.6589769	0.07786855	-0.02496918	-0.00155616	-0.00112877	-0.04663081	-0.03382395
0.6754721	0.07786855	-0.02496918	0	0	0.04673089	0.03389654
0.6919832	0.07786855	-0.02496918	0	0	0	0
0.7084379	0.07786855	-0.02496918	0	0	0	0
0.725005	0.07786855	-0.02496918	0	0	0	0
0.7415717	0.07786855	-0.02496918	0	0	0	0
0.7581381	0.07786855	-0.02496918	0	0	0	0
0.7747052	0.07786855	-0.02496918	0	0	0	0
0.7912731	0.07786855	-0.02496918	0	0	0	0
0.8080645	0.07786855	-0.02496918	0	0	0	0
0.8317329	0.07786855	-0.02496918	0	0	0	0
0.8409721	0.07786855	-0.02496918	0	0	0	0
0.8576068	0.07786855	-0.02496918	0	0	0	0
0.8741048	0.07786855	-0.02496918	0	0	0	0
0.8906719	0.07786855	-0.02496918	0	0	0	0
0.9076449	0.07786855	-0.02496918	0	0	0	0
0.9238058	0.07786855	-0.02496918	0	0	0	0
0.9403725	0.07786855	-0.02496918	0	0	0	0
0.9569381	0.07786855	-0.02496918	0	0	0	0
0.9735056	0.07786855	-0.02496918	0	0	0	0
0.9900727	0.07786855	-0.02496918	0	0	0	0
1.006741	0.07786855	-0.02496918	0	0	0	0
1.023205	0.07786855	-0.02496918	0	0	0	0
1.039772	0.07786855	-0.02496918	0	0	0	0
1.056338	0.07784239	-0.02498815	-0.001579039	-0.00114504	-0.04765739	-0.03455873
1.072906	0.07784239	-0.02498815	0	0	0.04765636	0.03455798
1.089473	0.07784239	-0.02498815	0	0	0	0
1.106038	0.07784239	-0.02498815	0	0	0	0
1.122624	0.07784239	-0.02498815	0	0	0	0
1.139172	0.07784239	-0.02498815	0	0	0	0
1.155738	0.07784239	-0.02498815	0	0	0	0
1.172306	0.07784239	-0.02498815	0	0	0	0
1.188872	0.07784239	-0.02498815	0	0	0	0
1.205696	0.07781623	-0.02500712	-0.00155485	-0.001127499	-0.0465656	-0.03376703
1.222005	0.07781623	-0.02500712	0	0	0.04692749	0.03402944
1.238571	0.07781623	-0.02500712	0	0	0	0
1.255201	0.07781623	-0.02500712	0	0	0	0
1.271706	0.07781623	-0.02500712	0	0	0	0
1.288273	0.07781623	-0.02500712	0	0	0	0
1.304838	0.07781623	-0.02504506	0	-0.002290356	0	-0.06912832
1.321405	0.07781623	-0.02504506	0	0	0	0.06912757
1.338292	0.07781623	-0.02504506	0	0	0	0
1.354539	0.07781623	-0.02504506	0	0	0	0
1.371306	0.07781623	-0.02504506	0	0	0	0
1.387672	0.07781623	-0.02504506	0	0	0	0
1.404514	0.07781623	-0.02504506	0	0	0	0
1.420806	0.07781623	-0.02504506	0	0	0	0
1.437372	0.07781623	-0.02504506	0	0	0	0
1.453938	0.07781623	-0.02504506	0	0	0	0
1.47056	0.07781623	-0.02504506	0	0	0	0
1.487072	0.07781623	-0.02504506	0	0	0	0
1.503638	0.07781623	-0.02504506	0	0	0	0
1.520205	0.07781623	-0.02504506	0	0	0	0
1.536772	0.07781623	-0.02504506	0	0	0	0
1.553607	0.07781623	-0.02504506	0	0	0	0
1.569906	0.07781623	-0.02504506	0	0	0	0
1.586472	0.07781623	-0.02504506	0	0	0	0
1.603038	0.07781623	-0.02504506	0	0	0	0
1.619673	0.07781623	-0.02504506	0	0	0	0
1.636681	0.07781623	-0.02504506	0	0	0	0
1.65567	0.07781623	-0.02504506	0	0	0	0
1.672238	0.07781623	-0.02504506	0	0	0	0
1.688805	0.07781623	-0.02504506	0	0	0	0
1.705371	0.07781623	-0.02504506	0	0	0	0
1.721939	0.07781623	-0.02504506	0	0	0	0
1.738752	0.07781623	-0.02504506	0	0	0	0
1.755071	0.07784239	-0.02506403	0.001602997	-0.001162413	0.04838238	-0.03508446
1.771639	0.07784239	-0.02506403	0	0	-0.04874296	0.03534593
1.788205	0.07784239	-0.02506403	0	0	0	0
1.804795	0.07784239	-0.02506403	0	0	0	0
1.821338	0.07784239	-0.02506403	0	0	0	0
1.837904	0.07784239	-0.02506403	0	0	0	0
1.854471	0.07784239	-0.02506403	0	0	0	0
1.871038	0.07784239	-0.02506403	0	0	0	0
1.887605	0.07784239	-0.02506403	0	0	0	0
1.904389	0.07784239	-0.02506403	0	0	0	0
1.920738	0.07784239	-0.02506403	0	0	0	0
1.937305	0.07784239	-0.02506403	0	0	0	0
1.953871	0.07784239	-0.02506403	0	0	0	0
1.970439	0.07784239	-0.02506403	0	0	0	0
1.987298	0.07784239	-0.02506403	0	0	0	0
2.003785	0.07784239	-0.02506403	0	0	0	0
2.020138	0.07784239	-0.02506403	0	0	0	0
2.036706	0.07784239	-0.02506403	0	0	0	0
2.053271	0.07784239	-0.02506403	0	0	0	0
2.069838	0.07784239	-0.02506403	0	0	0	0
2.086867	0.07784239	-0.02506403	0	0	0	0
2.102971	0.07784239	-0.02506403	0	0	0	0
2.119538	0.07784239	-0.02506403	0	0	0	0
2.136105	0.07784239	-0.02506403	0	0	0	0
2.152671	0.07784239	-0.02506403	0	0	0	0
2.169917	0.07784239	-0.02506403	0	0	0	0
2.185925	0.07784239	-0.02506403	0	0	0	0
2.207014	0.07784239	-0.02506403	0	0	0	0
2.218938	0.07784239	-0.02506403	0	0	0	0
2.235505	0.07784239	-0.02506403	0	0	0	0
2.252072	0.07784239	-0.02506403	0	0	0	0
2.268638	0.07784239	-0.02506403	0	0	0	0
2.285487	0.07784239	-0.02506403	0	0	0	0
2.302018	0.07784239	-0.02506403	0	0	0	0
2.318338	0.07784239	-0.02506403	0	0	0	0
2.334904	0.07784239	-0.02506403	0	0	0	0
2.351519	0.07784239	-0.02506403	0	0	0	0
2.368039	0.07784239	-0.02506403	0	0	0	0
2.384605	0.07784239	-0.02506403	0	0	0	0
2.401172	0.07784239	-0.02506403	0	0	0	0
2.417739	0.07784239	-0.02506403	0	0	0	0
2.434305	0.07784239	-0.02506403	0	0	0	0
2.450872	0.07784239	-0.02506403	0	0	0	0
2.467438	0.07784239	-0.02506403	0	0	0	0
2.4874	0.07784239	-0.02506403	0	0	0	0
2.503967	0.07784239	-0.02506403	0	0	0	0
2.52089	0.07784239	-0.02506403	0	0	0	0
2.537398	0.07784239	-0.02506403	0	0	0	0
2.553668	0.07784239	-0.02506403	0	0	0	0
2.570234	0.07784239	-0.02506403	0	0	0	0
2.5868	0.07784239	-0.02506403	0	0	0	0
2.603367	0.07784239	-0.02506403	0	0	0	0
2.619934	0.07784239	-0.02506403	0	0	0	0
2.6365	0.07784239	-0.02506403	0	0	0	0
2.653068	0.07784239	-0.02506403	0	0	0	0
2.669635	0.07784239	-0.02506403	0	0	0	0
2.6862	0.07784239	-0.02506403	0	0	0	0
2.702768	0.07784239	-0.02506403	0	0	0	0
2.719543	0.07784239	-0.02506403	0	0	0	0
2.735901	0.07784239	-0.02506403	0	0	0	0
2.753947	0.07784239	-0.02506403	0	0	0	0
2.769035	0.07784239	-0.02506403	0	0	0	0
2.785698	0.07781623	-0.02504506	-0.00156981	0.001138347	-0.04944067	0.03585188
2.802168	0.07781623	-0.02504506	0	0	0.04737902	-0.03435687
2.818735	0.07781623	-0.02504506	0	0	0	0
2.835301	0.07768545	-0.0248364	-0.007894916	0.01259582	-0.2382776	0.3801562
2.851869	0.07768545	-0.0248364	0	0	0.238269	-0.3801426
2.868435	0.07768545	-0.0248364	0	0	0	0
2.885001	0.05885301	-0.009867684	-1.136794	0.9035653	-34.31121	27.27181
2.90178	0.05885301	-0.009867684	0	0	34.09189	-27.09749
2.918287	0.05885301	-0.009867684	0	0	0	0
2.934701	0.00639465	0.043742	-3.195873	3.266014	-97.07683	99.2074
2.951268	0.00639465	0.043742	0	0	96.89788	-99.02453
2.96784	0.00639465	0.043742	0	0	0	0
2.984401	-0.008710306	0.1065413	-0.9121176	3.792157	-27.52975	114.4558
3.000968	-0.008710306	0.1065413	0	0	27.53331	-114.4706
3.017535	-0.008710306	0.1065413	0	0	0	0
3.034101	0.02133887	0.1382004	1.813902	1.911083	54.74643	57.6795
3.050669	0.02133887	0.1382004	0	0	-54.74446	-57.67743
3.067235	0.02133887	0.1382004	0	0	0	0
3.083915	0.04265832	0.1551932	1.278181	1.018781	38.44639	30.64389
3.100423	0.04265832	0.1551932	0	0	-38.51295	-30.69694
3.11742	0.04265832	0.1551932	0	0	0	0
3.133501	0.04489087	0.1570257	0.1388331	0.11396	4.197149	3.445195
3.150068	0.04489087	0.1570257	0	0	-4.252474	-3.490608
3.166634	0.04489087	0.1570257	0	0	0	0
3.183201	0.04489087	0.1570257	0	0	0	0
3.199768	0.04489087	0.1570257	0	0	0	0
3.216522	0.04489087	0.1570257	0	0	0	0
3.232901	0.04489087	0.1570257	0	0	0	0
3.249542	0.04489087	0.1570257	0	0	0	0
3.266034	0.04489087	0.1570257	0	0	0	0
3.28261	0.04491714	0.1570076	0.00158448	-0.001094078	0.04791556	-0.03308553
3.303995	0.04491714	0.1570076	0	0	-0.04174021	0.02882147
3.315734	0.04491714	0.1570076	0	0	0	0
3.332304	0.04491714	0.1570076	0	0	0	0
3.348868	0.04491714	0.1570076	0	0	0	0
3.365435	0.04491714	0.1570076	0	0	0	0
3.382001	0.04491714	0.1569713	0	-0.002190284	0	-0.06610528
3.398568	0.04491714	0.1569713	0	0	0	0.06610481
3.415149	0.04491714	0.1569713	0	0	0	0
3.431701	0.04491714	0.1569713	0	0	0	0
3.448268	0.04491714	0.1569713	0	0	0	0
3.464834	0.04491714	0.1569713	0	0	0	0
3.481401	0.04491714	0.1569713	0	0	0	0
3.497968	0.04491714	0.1569713	0	0	0	0
3.514734	0.04491714	0.1569713	0	0	0	0
3.531248	0.04481208	0.1570439	-0.006361346	0.004394291	-0.1911468	0.1320404
3.54767	0.04481208	0.1570439	0	0	0.1931393	-0.1334168
3.564272	0.04481208	0.1570439	0	0	0	0
3.583147	0.03204166	0.1666149	-0.6765828	0.5070792	-19.0712	14.29331
3.599715	0.03204166	0.1666149	0	0	19.08941	-14.30696
3.616802	0.03204166	0.1666149	0	0	0	0
